סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
294 ,אילון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1326 ,70 ,327 ,425 ,218 ,97 ,189
295 ,כפר רופין ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,621 ,43 ,142 ,198 ,89 ,32 ,117
296 ,נווה איתן ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,287 ,29 ,41 ,97 ,32 ,19 ,69
297 ,כפר מסריק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,882 ,62 ,164 ,299 ,123 ,57 ,177
298 ,מסילות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,596 ,45 ,92 ,161 ,62 ,51 ,185
300 ,דליה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1005 ,69 ,214 ,296 ,139 ,67 ,220
301 ,בית עוזיאל ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,701 ,45 ,165 ,223 ,101 ,81 ,86
302 ,דפנה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1077 ,75 ,223 ,401 ,132 ,58 ,188
303 ,דן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,891 ,78 ,182 ,347 ,88 ,43 ,153
304 ,שדה אליהו ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,957 ,88 ,186 ,389 ,64 ,68 ,162
305 ,גשר ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,542 ,48 ,77 ,170 ,54 ,46 ,147
306 ,שדמות דבורה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,800 ,44 ,227 ,209 ,160 ,49 ,111
307 ,הזורעים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,1182 ,149 ,416 ,386 ,92 ,26 ,113
308 ,מחניים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,871 ,47 ,230 ,250 ,115 ,65 ,164
309 ,נהורה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1290 ,82 ,274 ,495 ,146 ,136 ,157
310 ,כפר גליקסון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,442 ,33 ,109 ,118 ,65 ,37 ,80
311 ,גן שורק ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,386 ,21 ,85 ,119 ,57 ,37 ,67
312 ,נווה ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,312 ,30 ,65 ,93 ,42 ,27 ,55
313 ,אפק ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,833 ,57 ,219 ,258 ,125 ,39 ,135
315 ,נגבה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1099 ,61 ,288 ,317 ,177 ,62 ,194
316 ,כפר נטר ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1053 ,72 ,270 ,312 ,182 ,70 ,147
317 ,בית אורן ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,575 ,73 ,108 ,197 ,58 ,49 ,90
318 ,עמיעוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,326 ,18 ,71 ,112 ,40 ,38 ,47
319 ,עמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,727 ,43 ,137 ,240 ,95 ,54 ,158
320 ,כפר ורבורג ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1200 ,68 ,282 ,394 ,188 ,97 ,171
322 ,בית הלל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,1075 ,66 ,172 ,564 ,103 ,43 ,127
324 ,שאר ישוב ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,755 ,37 ,112 ,382 ,90 ,42 ,92
325 ,מצובה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1348 ,44 ,340 ,423 ,258 ,99 ,184
326 ,בית יצחק-שער חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,2391 ,165 ,524 ,683 ,338 ,191 ,490
327 ,שדות ים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,1164 ,118 ,258 ,381 ,148 ,71 ,188
328 ,עזוז ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,92 ,6 ,13 ,40 ,13 ,10 ,10
329 ,שדה נחמיה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1220 ,68 ,307 ,382 ,197 ,100 ,166
330 ,אלומות ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,517 ,44 ,136 ,165 ,65 ,28 ,79
331 ,ניר צבי ,43 ,רמלה ,43 ,רמלה ,40 ,שדות דן ,1303 ,68 ,315 ,380 ,197 ,94 ,249
334 ,קבוצת יבנה ,44 ,רחובות ,44 ,רחובות ,29 ,חבל יבנה ,848 ,70 ,186 ,294 ,71 ,61 ,166
335 ,רמת השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1222 ,82 ,271 ,374 ,224 ,65 ,206
336 ,דורות ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,892 ,78 ,198 ,305 ,93 ,39 ,179
338 ,איבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,913 ,68 ,252 ,456 ,82 ,29 ,26
339 ,רמת צבי ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,763 ,74 ,207 ,221 ,103 ,45 ,113
340 ,גת )קיבוץ( ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1024 ,62 ,286 ,286 ,160 ,56 ,174
342 ,גברעם ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,746 ,87 ,217 ,259 ,80 ,30 ,73
343 ,חמדיה ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,504 ,45 ,106 ,161 ,67 ,29 ,96
344 ,מענית ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,930 ,79 ,229 ,305 ,113 ,60 ,144
345 ,כפר סאלד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,767 ,69 ,160 ,276 ,102 ,46 ,114
346 ,גליל ים ,51 ,תל אביב ,57 ,הרצליה ,19 ,חוף השרון ,568 ,63 ,125 ,185 ,64 ,41 ,90
347 ,מנרה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,321 ,37 ,49 ,122 ,25 ,26 ,62
348 ,ניר עם ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,771 ,78 ,154 ,324 ,60 ,59 ,96
351 ,ניצן ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,2658 ,228 ,804 ,957 ,244 ,203 ,222
352 ,גבולות ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,518 ,47 ,109 ,164 ,47 ,46 ,105
353 ,בית זיד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,134 ,6 ,19 ,30 ,14 ,22 ,43
354 ,רביבים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,963 ,52 ,161 ,355 ,102 ,95 ,198
355 ,חורשים ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,419 ,27 ,67 ,127 ,57 ,45 ,96
356 ,הגושרים ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1326 ,118 ,275 ,518 ,142 ,111 ,162
357 ,כפר בלום ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1070 ,68 ,241 ,299 ,168 ,54 ,240
358 ,יד מרדכי ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1030 ,86 ,171 ,352 ,126 ,55 ,240
359 ,ניצנים ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,697 ,74 ,165 ,212 ,61 ,44 ,141
360 ,גבעת ניל"י ,32 ,חדרה ,32 ,חדרה ,45 ,אלונה ,647 ,38 ,148 ,212 ,98 ,61 ,90
362 ,רוחמה ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,814 ,58 ,179 ,242 ,113 ,36 ,186
363 ,חפץ חיים ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,691 ,89 ,220 ,239 ,48 ,27 ,68
364 ,כפר אוריה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,853 ,35 ,272 ,228 ,172 ,65 ,81
365 ,בית קשת ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,829 ,40 ,265 ,211 ,132 ,68 ,113
366 ,שמיר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,982 ,62 ,185 ,345 ,116 ,99 ,175
367 ,עין העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,868 ,69 ,162 ,310 ,114 ,86 ,127
368 ,ביריה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,939 ,81 ,235 ,320 ,90 ,69 ,144
369 ,גלעד )אבן יצחק( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,587 ,47 ,137 ,158 ,86 ,39 ,120
370 ,גזר ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,549 ,39 ,77 ,215 ,33 ,50 ,135
371 ,כדורי ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,113 ,4 ,27 ,54 ,12 ,5 ,11
372 ,רמות נפתלי ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,608 ,23 ,107 ,206 ,92 ,73 ,107
373 ,בית הלוי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,801 ,61 ,181 ,245 ,115 ,59 ,140
374 ,חוקוק ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,786 ,40 ,232 ,224 ,127 ,56 ,107
375 ,מגל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1378 ,62 ,380 ,388 ,292 ,94 ,162
376 ,עברון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1032 ,95 ,204 ,345 ,134 ,55 ,199
377 ,המעפיל ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,1011 ,67 ,255 ,294 ,176 ,76 ,143
378 ,משגב עם ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,421 ,36 ,61 ,200 ,33 ,39 ,52
379 ,גאולים ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1015 ,81 ,205 ,327 ,142 ,103 ,157
380 ,להבות הבשן ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,972 ,42 ,207 ,317 ,151 ,100 ,155
382 ,מכמורת ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1537 ,81 ,345 ,445 ,238 ,130 ,298
383 ,עין הנצי"ב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,737 ,85 ,196 ,244 ,52 ,42 ,118
385 ,עמיעד ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,681 ,53 ,130 ,212 ,78 ,57 ,151
386 ,בני דרור ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1254 ,65 ,198 ,277 ,114 ,109 ,491
387 ,כפר מונש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,920 ,72 ,221 ,269 ,135 ,78 ,145
388 ,כפר קיש ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,783 ,55 ,213 ,243 ,117 ,62 ,93
389 ,בצרה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1122 ,69 ,264 ,328 ,182 ,112 ,167
390 ,רגבה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1127 ,59 ,218 ,351 ,156 ,89 ,254
392 ,קדמה ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,31 ,2 ,10 ,7 ,5 ,1 ,6
393 ,גלאון ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,748 ,52 ,202 ,206 ,89 ,48 ,151
394 ,שובל ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,978 ,80 ,240 ,295 ,129 ,73 ,161
395 ,משמר הנגב ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1331 ,90 ,302 ,376 ,179 ,113 ,271
396 ,נבטים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1111 ,75 ,238 ,402 ,142 ,103 ,151
397 ,חצרים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1129 ,73 ,214 ,366 ,127 ,108 ,241
398 ,שרשרת ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,423 ,41 ,105 ,137 ,43 ,37 ,60
399 ,בארי ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1181 ,100 ,252 ,426 ,129 ,86 ,188
400 ,אבן שמואל ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1999 ,196 ,673 ,680 ,238 ,74 ,138
402 ,ניר יצחק ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,706 ,46 ,111 ,259 ,56 ,67 ,167
403 ,אורים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,620 ,38 ,81 ,209 ,64 ,57 ,171
405 ,נווה אילן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1083 ,59 ,241 ,330 ,167 ,81 ,205
406 ,חצור-אשדוד ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1063 ,84 ,209 ,339 ,133 ,50 ,248
407 ,דברת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,665 ,68 ,191 ,205 ,85 ,32 ,84
408 ,נאות מרדכי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,845 ,81 ,173 ,303 ,82 ,48 ,158
409 ,יחיעם ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,944 ,48 ,257 ,275 ,160 ,36 ,168
412 ,קרית שלמה ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,8 ,0 ,0 ,0 ,0 ,2 ,6
413 ,צאלים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,516 ,30 ,91 ,153 ,82 ,44 ,116
414 ,קלחים ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,657 ,62 ,198 ,204 ,105 ,35 ,53
415 ,שוקדה ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,744 ,110 ,316 ,237 ,28 ,19 ,34
416 ,מעין ברוך ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,873 ,55 ,153 ,396 ,83 ,54 ,132
417 ,יקום ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,859 ,68 ,195 ,269 ,137 ,41 ,149
418 ,בני ציון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1152 ,53 ,255 ,368 ,159 ,139 ,178
419 ,סעד ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,1017 ,101 ,263 ,362 ,94 ,49 ,148
421 ,משאבי שדה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,646 ,53 ,115 ,209 ,50 ,75 ,144
422 ,חרב לאת ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,887 ,79 ,202 ,272 ,121 ,78 ,135
423 ,העוגן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,980 ,59 ,218 ,271 ,140 ,55 ,237
424 ,גבים ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,708 ,57 ,136 ,270 ,93 ,68 ,84
425 ,משמרת ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,975 ,50 ,226 ,304 ,176 ,112 ,107
426 ,עין כרמל ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,820 ,40 ,207 ,233 ,173 ,64 ,103
427 ,כפר גלים ,31 ,חיפה ,31 ,חיפה ,15 ,חוף הכרמל ,173 ,11 ,32 ,87 ,25 ,7 ,11
428 ,ברור חיל ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,1189 ,63 ,255 ,383 ,169 ,113 ,206
429 ,אלוני אבא ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1045 ,32 ,260 ,318 ,213 ,105 ,117
430 ,בית לחם הגלילית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,857 ,54 ,180 ,271 ,103 ,84 ,165
431 ,דלתון ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,987 ,97 ,212 ,390 ,92 ,112 ,84
432 ,שמרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,706 ,50 ,176 ,219 ,84 ,45 ,132
433 ,נחשולים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,807 ,64 ,187 ,253 ,113 ,71 ,119
434 ,החותרים ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,959 ,98 ,225 ,299 ,131 ,48 ,158
435 ,נצר סרני ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1118 ,122 ,282 ,342 ,138 ,45 ,189
436 ,עין דור ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1394 ,75 ,333 ,389 ,190 ,117 ,290
437 ,רשפים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,1249 ,120 ,409 ,410 ,137 ,55 ,118
439 ,שלוחות ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,552 ,65 ,138 ,169 ,15 ,47 ,118
440 ,יסודות ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,806 ,124 ,324 ,235 ,47 ,13 ,63
442 ,גדעונה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,550 ,58 ,151 ,193 ,66 ,25 ,57
443 ,כפר הנשיא ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,989 ,57 ,166 ,291 ,124 ,102 ,249
444 ,רגבים ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,740 ,66 ,178 ,195 ,104 ,45 ,152
445 ,רמות מנשה ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1463 ,78 ,377 ,458 ,269 ,103 ,178
446 ,אודים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1166 ,90 ,237 ,382 ,179 ,116 ,162
447 ,נורדיה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2021 ,125 ,331 ,498 ,201 ,167 ,699
448 ,בני עטרות ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,899 ,74 ,215 ,280 ,134 ,72 ,124
449 ,נחלים ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,1458 ,162 ,368 ,468 ,138 ,85 ,237
450 ,בארות יצחק ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,574 ,60 ,95 ,183 ,58 ,42 ,136
452 ,יזרעאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,805 ,44 ,143 ,199 ,129 ,68 ,222
453 ,יפתח ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,778 ,43 ,166 ,266 ,98 ,58 ,147
454 ,סער ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1033 ,75 ,256 ,328 ,164 ,86 ,124
456 ,שורש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1301 ,67 ,178 ,275 ,113 ,110 ,558
457 ,גזית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,961 ,67 ,188 ,311 ,126 ,68 ,201
460 ,רמת רזיאל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,695 ,40 ,156 ,207 ,109 ,56 ,127
462 ,טל שחר ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1234 ,96 ,312 ,399 ,176 ,99 ,152
463 ,געתון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,860 ,53 ,209 ,260 ,126 ,51 ,161
464 ,הראל ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,350 ,28 ,59 ,93 ,46 ,38 ,86
465 ,צובה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,822 ,49 ,141 ,299 ,97 ,93 ,143
466 ,בית דגן ,43 ,רמלה ,43 ,רמלה ,0 , ,7638 ,542 ,1528 ,2723 ,990 ,810 ,1045
469 ,קרית עקרון ,44 ,רחובות ,44 ,רחובות ,0 , ,11249 ,831 ,2158 ,3991 ,1266 ,1124 ,1879
472 ,אבו גוש ,11 ,ירושלים ,11 ,ירושלים ,0 , ,8700 ,792 ,2017 ,3540 ,913 ,706 ,732
473 ,אבו סנאן ,24 ,עכו ,24 ,עכו ,0 , ,14434 ,1171 ,2943 ,6172 ,1757 ,1157 ,1234
475 ,דחי ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,766 ,58 ,149 ,321 ,116 ,49 ,73
478 ,אכסאל ,23 ,עפולה ,23 ,עפולה ,0 , ,15934 ,1449 ,3827 ,6774 ,1784 ,1143 ,957
480 ,בית ג'ן ,24 ,עכו ,20 ,כרמיאל ,0 , ,12889 ,977 ,2537 ,5623 ,1554 ,1057 ,1141
481 ,מגאר ,22 ,כנרת ,22 ,טבריה ,0 , ,24640 ,2026 ,5215 ,10916 ,2834 ,1896 ,1753
482 ,בועיינה-נוג'ידאת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,10918 ,981 ,2646 ,4866 ,1170 ,690 ,565
483 ,בענה ,24 ,עכו ,24 ,עכו ,0 , ,8856 ,666 ,2021 ,3859 ,1076 ,657 ,577
485 ,ג'ולס ,24 ,עכו ,24 ,עכו ,0 , ,6881 ,521 ,1283 ,2978 ,887 ,611 ,601
487 ,ג'ש )גוש חלב( ,21 ,צפת ,21 ,צפת ,0 , ,3402 ,219 ,578 ,1320 ,448 ,379 ,458
489 ,דבוריה ,23 ,עפולה ,23 ,עפולה ,0 , ,11156 ,928 ,2503 ,4634 ,1282 ,975 ,834
490 ,דייר אל-אסד ,24 ,עכו ,24 ,עכו ,0 , ,13441 ,1097 ,3208 ,5813 ,1493 ,941 ,889
492 ,דייר חנא ,24 ,עכו ,24 ,עכו ,0 , ,11337 ,842 ,2426 ,4919 ,1318 ,956 ,876
493 ,דייר ראפאת ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,92 ,5 ,29 ,38 ,11 ,2 ,7
494 ,דאלית אל-כרמל ,31 ,חיפה ,31 ,חיפה ,0 , ,18621 ,1329 ,3671 ,7437 ,2544 ,1762 ,1878
496 ,חורפיש ,24 ,עכו ,24 ,עכו ,0 , ,7001 ,579 ,1461 ,3031 ,854 ,537 ,539
497 ,טייבה )בעמק( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2046 ,215 ,506 ,887 ,201 ,128 ,109
498 ,טורעאן ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,15445 ,1297 ,3772 ,6484 ,1697 ,1143 ,1052
499 ,יפיע ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,20429 ,1665 ,4541 ,8551 ,2381 ,1682 ,1609
502 ,ירכא ,24 ,עכו ,24 ,עכו ,0 , ,16896 ,1347 ,3815 ,7399 ,1893 ,1296 ,1146
504 ,כאבול ,24 ,עכו ,24 ,עכו ,0 , ,13179 ,1131 ,3113 ,5593 ,1558 ,997 ,787
505 ,כאוכב אבו אל-היג'א ,24 ,עכו ,24 ,עכו ,0 , ,4149 ,324 ,944 ,1707 ,528 ,317 ,329
507 ,כפר יאסיף ,24 ,עכו ,24 ,עכו ,0 , ,11344 ,780 ,2202 ,4687 ,1373 ,1049 ,1253
508 ,כפר כמא ,22 ,כנרת ,22 ,טבריה ,0 , ,3658 ,271 ,650 ,1489 ,403 ,308 ,537
509 ,כפר כנא ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,24788 ,2390 ,5987 ,10477 ,2605 ,1702 ,1627
510 ,כפר מנדא ,24 ,עכו ,25 ,נוף הגליל ,0 , ,22205 ,2266 ,5662 ,9849 ,2085 ,1303 ,1040
511 ,עילוט ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9141 ,928 ,2301 ,3914 ,992 ,571 ,435
512 ,כפר מצר ,25 ,נצרת ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2914 ,259 ,671 ,1259 ,335 ,211 ,179
514 ,עין ראפה ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1330 ,111 ,339 ,564 ,134 ,90 ,92
516 ,מג'ד אל-כרום ,24 ,עכו ,24 ,עכו ,0 , ,16285 ,1177 ,3725 ,7116 ,1936 ,1229 ,1102
517 ,מזרעה ,24 ,עכו ,24 ,עכו ,0 , ,4276 ,382 ,794 ,1853 ,420 ,423 ,404
518 ,מעיליא ,24 ,עכו ,24 ,עכו ,0 , ,3428 ,200 ,574 ,1290 ,516 ,323 ,525
520 ,משהד ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,9332 ,904 ,2318 ,4066 ,879 ,590 ,575
521 ,עין נקובא ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,4063 ,472 ,1147 ,1730 ,360 ,200 ,154
522 ,נחף ,24 ,עכו ,20 ,כרמיאל ,0 , ,14367 ,1337 ,3563 ,6298 ,1524 ,894 ,751
523 ,ניין ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,2132 ,202 ,433 ,923 ,239 ,168 ,167
524 ,נאעורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2589 ,236 ,686 ,1087 ,270 ,161 ,149
525 ,סאג'ור ,24 ,עכו ,20 ,כרמיאל ,0 , ,4621 ,384 ,924 ,2143 ,575 ,299 ,296
526 ,סולם ,23 ,עפולה ,23 ,עפולה ,66 ,בוסתאן אל-מרג' ,3145 ,277 ,710 ,1332 ,351 ,234 ,241
527 ,שזור ,24 ,עכו ,21 ,צפת ,2 ,מרום הגליל ,354 ,26 ,48 ,123 ,39 ,37 ,81
528 ,עוזייר ,25 ,נצרת ,25 ,נוף הגליל ,65 ,אל-בטוף ,3582 ,411 ,871 ,1562 ,365 ,203 ,170
529 ,אעבלין ,24 ,עכו ,24 ,עכו ,0 , ,14033 ,1039 ,3114 ,5847 ,1711 ,1185 ,1137
530 ,עיילבון ,22 ,כנרת ,22 ,טבריה ,0 , ,5995 ,411 ,1200 ,2449 ,706 ,527 ,702
531 ,עראבה ,24 ,עכו ,24 ,עכו ,0 , ,28336 ,2521 ,7038 ,12081 ,3111 ,1894 ,1691
532 ,עין מאהל ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,14465 ,1296 ,3242 ,6201 ,1663 ,1114 ,949
534 ,עספיא ,31 ,חיפה ,31 ,חיפה ,0 , ,13107 ,852 ,2538 ,5225 ,1777 ,1227 ,1488
535 ,פסוטה ,24 ,עכו ,24 ,עכו ,0 , ,3609 ,201 ,666 ,1436 ,486 ,353 ,467
536 ,פקיעין )בוקייעה( ,24 ,עכו ,24 ,עכו ,0 , ,6342 ,413 ,1196 ,2703 ,762 ,595 ,673
537 ,פוריידיס ,32 ,חדרה ,32 ,חדרה ,0 , ,14044 ,1155 ,3460 ,5863 ,1607 ,1043 ,916
538 ,שעב ,24 ,עכו ,24 ,עכו ,0 , ,7883 ,735 ,1760 ,3401 ,910 ,648 ,429
