סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
3823 ,גני מודיעין ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,3578 ,378 ,1064 ,1411 ,300 ,200 ,225
3824 ,עמיחי ,74 ,ראמאללה ,11 ,ירושלים ,73 ,מטה בנימין ,323 ,48 ,154 ,96 ,25 ,0 ,0
3825 ,מבואות יריחו ,75 ,ירדן )יריחו( ,11 ,ירושלים ,75 ,ערבות הירדן ,403 ,103 ,176 ,114 ,8 ,0 ,2
3826 ,שער שומרון ,73 ,טול כרם ,349 ,ראש העין ,0 , ,9070 ,710 ,2543 ,3249 ,1085 ,655 ,828
4000 ,חיפה ,31 ,חיפה ,31 ,חיפה ,0 , ,337645 ,18891 ,51459 ,109848 ,41907 ,33286 ,82254
4001 ,בוקעאתא ,29 ,גולן ,21 ,צפת ,0 , ,6988 ,460 ,1479 ,2931 ,998 ,527 ,593
4002 ,אלי-עד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,548 ,62 ,142 ,191 ,52 ,26 ,75
4003 ,אל-רום ,29 ,גולן ,21 ,צפת ,71 ,גולן ,593 ,48 ,128 ,210 ,69 ,48 ,90
4004 ,כפר חרוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,620 ,42 ,123 ,236 ,63 ,66 ,90
4005 ,חספין ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1681 ,188 ,579 ,575 ,139 ,91 ,109
4006 ,קשת ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,935 ,117 ,357 ,299 ,62 ,30 ,70
4007 ,יונתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,886 ,104 ,305 ,318 ,72 ,39 ,48
4008 ,מעלה גמלא ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,657 ,69 ,177 ,224 ,63 ,39 ,85
4009 ,שעל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,425 ,48 ,116 ,147 ,31 ,24 ,59
4010 ,אודם ,29 ,גולן ,21 ,צפת ,71 ,גולן ,240 ,36 ,59 ,93 ,10 ,10 ,32
4011 ,אבני איתן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1000 ,149 ,350 ,361 ,53 ,31 ,56
4012 ,אניעם ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,594 ,33 ,101 ,232 ,83 ,72 ,73
4013 ,אורטל ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,391 ,27 ,97 ,142 ,54 ,48 ,23
4014 ,נטור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,667 ,63 ,251 ,235 ,82 ,26 ,10
4015 ,בני יהודה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1350 ,73 ,296 ,443 ,173 ,136 ,229
4017 ,אלוני הבשן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,527 ,65 ,197 ,183 ,35 ,31 ,16
4019 ,מיצר ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,291 ,47 ,96 ,104 ,25 ,16 ,3
4021 ,גבעת יואב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,778 ,56 ,201 ,230 ,134 ,32 ,125
4022 ,גשור ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,375 ,26 ,92 ,137 ,46 ,40 ,34
4024 ,קלע ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,448 ,40 ,122 ,142 ,76 ,30 ,38
4025 ,קדמת צבי ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,730 ,87 ,174 ,287 ,60 ,44 ,78
4026 ,חד-נס ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,984 ,52 ,189 ,360 ,150 ,121 ,112
4028 ,כנף ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,524 ,41 ,118 ,209 ,73 ,76 ,7
4029 ,רמת טראמפ ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,107 ,36 ,25 ,46 ,0 ,0 ,0
4035 ,נמרוד ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,24 ,1 ,2 ,10 ,3 ,7 ,1
4100 ,קצרין ,29 ,גולן ,22 ,טבריה ,0 , ,9235 ,580 ,1831 ,3075 ,1137 ,891 ,1721
4101 ,מרום גולן ,29 ,גולן ,21 ,צפת ,71 ,גולן ,838 ,44 ,169 ,292 ,123 ,92 ,118
4201 ,מג'דל שמס ,29 ,גולן ,21 ,צפת ,0 , ,11831 ,678 ,2399 ,4780 ,1883 ,1010 ,1081
4203 ,מסעדה ,29 ,גולן ,21 ,צפת ,0 , ,4312 ,301 ,1022 ,1681 ,630 ,320 ,358
4204 ,מבוא חמה ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,642 ,59 ,148 ,199 ,76 ,39 ,121
4301 ,אפיק ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,444 ,35 ,105 ,146 ,52 ,32 ,74
4303 ,נווה אטי"ב ,29 ,גולן ,21 ,צפת ,71 ,גולן ,236 ,16 ,53 ,81 ,27 ,11 ,48
4304 ,נוב ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,1135 ,121 ,392 ,391 ,95 ,32 ,104
4501 ,ע'ג'ר ,29 ,גולן ,21 ,צפת ,0 , ,2876 ,260 ,711 ,1304 ,312 ,153 ,136
4502 ,עין קנייא ,29 ,גולן ,21 ,צפת ,0 , ,2542 ,204 ,565 ,1031 ,350 ,194 ,198
4503 ,עין זיוון ,29 ,גולן ,21 ,צפת ,71 ,גולן ,560 ,45 ,161 ,193 ,75 ,33 ,53
4551 ,נאות גולן ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,787 ,57 ,211 ,268 ,113 ,46 ,92
4701 ,רמת מגשימים ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,865 ,80 ,287 ,290 ,67 ,57 ,84
4702 ,רמות ,29 ,גולן ,22 ,טבריה ,71 ,גולן ,717 ,52 ,184 ,198 ,119 ,34 ,130
5000 ,תל אביב - יפו ,51 ,תל אביב ,51 ,ת"א - מרכז ,0 , ,580006 ,34311 ,75956 ,226217 ,73181 ,51042 ,119299
6000 ,באקה אל-גרביה ,32 ,חדרה ,32 ,חדרה ,0 , ,32156 ,2902 ,7675 ,13562 ,3577 ,2310 ,2130
6100 ,בני ברק ,52 ,רמת גן ,54 ,בני ברק ,0 , ,228058 ,37582 ,70894 ,76299 ,13724 ,10055 ,19504
6200 ,בת ים ,53 ,חולון ,53 ,חולון ,0 , ,159136 ,7404 ,21040 ,47905 ,21423 ,17339 ,44025
6300 ,גבעתיים ,52 ,רמת גן ,52 ,רמת גן ,0 , ,65109 ,4422 ,10017 ,23790 ,8449 ,5359 ,13072
6400 ,הרצליה ,51 ,תל אביב ,57 ,הרצליה ,0 , ,122246 ,8043 ,20374 ,39461 ,15870 ,10898 ,27600
6500 ,חדרה ,32 ,חדרה ,32 ,חדרה ,0 , ,112494 ,8419 ,21196 ,37988 ,13418 ,10397 ,21076
6600 ,חולון ,53 ,חולון ,53 ,חולון ,0 , ,213391 ,12765 ,37072 ,66606 ,28228 ,20379 ,48341
6700 ,טבריה ,22 ,כנרת ,22 ,טבריה ,0 , ,55116 ,5993 ,11120 ,19022 ,5572 ,4678 ,8731
6800 ,קרית אתא ,31 ,חיפה ,27 ,קריות ,0 , ,66919 ,4891 ,12081 ,22337 ,7829 ,6325 ,13456
6900 ,כפר סבא ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,111343 ,6523 ,21239 ,33448 ,15569 ,9406 ,25158
7000 ,לוד ,43 ,רמלה ,43 ,רמלה ,0 , ,93602 ,11014 ,21376 ,32543 ,9089 ,6648 ,12932
7100 ,אשקלון ,61 ,אשקלון ,61 ,אשקלון ,0 , ,174751 ,13418 ,33222 ,60205 ,19651 ,15811 ,32444
7200 ,נס ציונה ,44 ,רחובות ,44 ,רחובות ,0 , ,49568 ,2768 ,11604 ,15181 ,8045 ,4032 ,7938
7300 ,נצרת ,25 ,נצרת ,25 ,נוף הגליל ,0 , ,82682 ,5934 ,16549 ,33304 ,9961 ,7668 ,9266
7400 ,נתניה ,41 ,השרון ,41 ,נתניה ,0 , ,275623 ,18417 ,49758 ,87687 ,33433 ,25352 ,60976
7500 ,סח'נין ,24 ,עכו ,24 ,עכו ,0 , ,35058 ,2926 ,8274 ,14789 ,4200 ,2603 ,2266
7600 ,עכו ,24 ,עכו ,24 ,עכו ,0 , ,60168 ,4004 ,10940 ,21670 ,6973 ,5831 ,10750
7700 ,עפולה ,23 ,עפולה ,23 ,עפולה ,0 , ,67980 ,7003 ,13137 ,23533 ,7012 ,5669 ,11626
7800 ,פרדס חנה-כרכור ,32 ,חדרה ,32 ,חדרה ,0 , ,48375 ,3529 ,11373 ,15558 ,6773 ,4117 ,7025
7900 ,פתח תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,281109 ,20125 ,56868 ,90936 ,37210 ,23566 ,52404
8000 ,צפת ,21 ,צפת ,21 ,צפת ,0 , ,42031 ,5352 ,11159 ,14398 ,3293 ,2809 ,5020
8200 ,קרית מוצקין ,31 ,חיפה ,27 ,קריות ,0 , ,55517 ,3604 ,9096 ,18002 ,6829 ,4798 ,13188
8300 ,ראשון לציון ,44 ,רחובות ,46 ,ראשון לציון ,0 , ,282011 ,17475 ,46107 ,95542 ,36858 ,27362 ,58667
8400 ,רחובות ,44 ,רחובות ,44 ,רחובות ,0 , ,163462 ,13199 ,35286 ,53534 ,20068 ,12279 ,29096
8500 ,רמלה ,43 ,רמלה ,43 ,רמלה ,0 , ,86717 ,7837 ,18301 ,31267 ,9385 ,7225 ,12702
8600 ,רמת גן ,52 ,רמת גן ,52 ,רמת גן ,0 , ,182460 ,11605 ,25948 ,66470 ,22822 ,17064 ,38551
8700 ,רעננה ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,97647 ,6163 ,18110 ,30478 ,13148 ,9172 ,20576
8800 ,שפרעם ,24 ,עכו ,25 ,נוף הגליל ,0 , ,43785 ,3186 ,8894 ,18363 ,5443 ,4074 ,3825
8900 ,טמרה ,24 ,עכו ,24 ,עכו ,0 , ,36646 ,3034 ,8337 ,15483 ,4335 ,2893 ,2564
9000 ,באר שבע ,62 ,באר שבע ,62 ,באר שבע ,0 , ,228367 ,16363 ,40739 ,79394 ,25639 ,21537 ,44695
9100 ,נהריה ,24 ,עכו ,24 ,עכו ,0 , ,76154 ,4496 ,12866 ,24701 ,10376 ,7690 ,16025
9200 ,בית שאן ,23 ,עפולה ,23 ,עפולה ,0 , ,21403 ,1948 ,4329 ,7928 ,2237 ,1982 ,2979
9300 ,זכרון יעקב ,32 ,חדרה ,32 ,חדרה ,0 , ,26312 ,1618 ,5841 ,8282 ,3640 ,2827 ,4104
9400 ,יהוד-מונוסון ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,33633 ,2252 ,6496 ,10788 ,4544 ,3106 ,6447
9500 ,קרית ביאליק ,31 ,חיפה ,27 ,קריות ,0 , ,50028 ,3349 ,8463 ,16440 ,6100 ,4425 ,11251
9600 ,קרית ים ,31 ,חיפה ,27 ,קריות ,0 , ,49036 ,2450 ,6962 ,15005 ,6142 ,5216 ,13261
9700 ,הוד השרון ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,69279 ,4508 ,14857 ,21674 ,10256 ,6309 ,11675
9800 ,בנימינה-גבעת עדה ,32 ,חדרה ,32 ,חדרה ,0 , ,16411 ,957 ,4139 ,5248 ,2710 ,1487 ,1870
